@relation R_data_frame

@attribute chou_fasman numeric
@attribute emini numeric
@attribute kolaskar_tongaonkar numeric
@attribute parker numeric
@attribute isoelectric_point numeric
@attribute aromaticity numeric
@attribute hydrophobicity numeric
@attribute stability numeric
@attribute target {Non-promoting,Promoting}

@data
0.97,2.436,0.969,1.592,4.41571,0.119189,-0.318259,36.520702,Promoting
1.083,1.967,1.002,2.142,4.41571,0.119189,-0.318259,36.520702,Promoting
1.038,0.744,1.016,1.317,4.41571,0.119189,-0.318259,36.520702,Promoting
1.048,2.228,0.979,2.992,4.829773,0.074749,-0.133637,44.670939,Promoting
1.433,0.336,0.913,5.283,8.34845,0.061962,-0.498623,67.362151,Promoting
1.018,0.082,1.061,0.733,5.884827,0.105181,-0.330141,44.329827,Promoting
0.953,0.553,1.031,2.225,7.245422,0.104101,-0.395584,46.801041,Promoting
0.907,2.672,0.943,3.908,9.176941,0.068584,-1.01792,44.004204,Promoting
0.908,0.004,1.143,-1.4,10.041321,0.026756,-0.824749,27.772241,Non-promoting
1.016,0.386,1.042,3.033,9.50824,0.057018,-0.755044,57.824342,Promoting
1.248,3.335,0.913,6.158,6.693176,0.059406,-0.536799,58.766172,Promoting
1.199,1.682,0.94,5.308,6.693176,0.059406,-0.536799,58.766172,Promoting
1.058,0.644,0.944,2.817,6.693176,0.059406,-0.536799,58.766172,Promoting
1.093,0.266,0.959,2.775,6.693176,0.059406,-0.536799,58.766172,Non-promoting
1.157,1.454,0.944,4.908,6.693176,0.059406,-0.536799,58.766172,Promoting
1.128,0.997,0.937,4.125,6.693176,0.059406,-0.536799,58.766172,Promoting
1.243,3.266,0.893,5.633,6.693176,0.059406,-0.536799,58.766172,Promoting
1.054,0.286,0.95,2.667,6.693176,0.059406,-0.536799,58.766172,Non-promoting
1.186,4.221,0.879,5.742,6.693176,0.059406,-0.536799,58.766172,Non-promoting
1.137,1.349,0.969,2.883,10.673401,0.141631,-0.796996,56.736052,Promoting
0.979,0.399,1.024,1.717,8.701721,0.08539,-0.170981,54.39555,Promoting
1.188,1.245,0.971,3.192,8.524841,0.105263,-0.465414,47.007519,Promoting
0.847,0.035,1.076,-0.558,6.591736,0.095785,-0.536398,25.782759,Promoting
0.838,0.138,1.053,-0.908,5.193909,0.085492,-0.001036,37.108575,Promoting
0.794,0.577,1.041,2.458,5.193909,0.085492,-0.001036,37.108575,Promoting
1.101,4.1,0.985,4.15,5.403625,0.09104,-0.275506,53.763396,Non-promoting
1.117,1.583,0.999,3.15,5.403625,0.09104,-0.275506,53.763396,Non-promoting
1.15,5.512,1.002,3.883,5.403625,0.09104,-0.275506,53.763396,Non-promoting
0.837,0.139,1.097,0.108,5.403625,0.09104,-0.275506,53.763396,Promoting
0.982,2.4,0.942,4.075,9.497864,0.114458,-0.577711,30.294639,Promoting
0.947,0.108,1.117,0.933,5.964417,0.092141,-0.387805,41.085664,Promoting
0.869,0.168,1.071,-2.033,4.980286,0.093458,-0.481308,56.023458,Promoting
1.136,1.118,1.023,2.617,4.980286,0.093458,-0.481308,56.023458,Promoting
1.042,1.862,0.94,2.533,4.980286,0.093458,-0.481308,56.023458,Promoting
0.82,0.502,1.007,4.5,8.545715,0.103604,-0.704054,44.682928,Promoting
0.955,0.781,1.013,1.283,5.8703,0.155172,0.473851,34.56931,Promoting
0.906,0.375,1.013,0.85,5.691711,0.10846,0.284165,29.787657,Promoting
0.878,0.306,1.108,-0.15,5.451599,0.133929,-0.032143,37.15942,Promoting
0.837,1.932,1.082,0.233,8.961731,0.182254,0.91271,29.740312,Promoting
1.13,3.294,1.008,2.725,6.042786,0.065292,-0.242955,27.556873,Promoting
0.978,0.09,1.105,0.158,8.735901,0.092593,-0.038889,56.620988,Promoting
1.057,0.063,1.069,0.983,9.692322,0.07489,-0.878634,49.680661,Promoting
1.049,0.636,0.97,1.417,6.77655,0.101322,-0.253304,30.454185,Promoting
1.109,1.656,1.005,2.775,9.332214,0.08179,-0.391667,51.855093,Promoting
0.794,0.379,1.064,-1.1,8.711487,0.144404,0.546931,18.584152,Non-promoting
0.869,0.372,1.048,-0.8,8.711487,0.144404,0.546931,18.584152,Non-promoting
0.882,0.566,1.021,-0.1,8.711487,0.144404,0.546931,18.584152,Promoting
0.957,0.968,1.08,2.583,8.711487,0.144404,0.546931,18.584152,Non-promoting
0.783,0.269,1.091,-1.417,8.711487,0.144404,0.546931,18.584152,Non-promoting
0.784,0.322,1.056,-1,8.711487,0.144404,0.546931,18.584152,Non-promoting
0.85,0.551,1.022,0.775,8.711487,0.144404,0.546931,18.584152,Promoting
0.726,0.373,1.029,-1.717,8.711487,0.144404,0.546931,18.584152,Promoting
1.108,19.014,1.008,2.617,8.711487,0.144404,0.546931,18.584152,Promoting
0.893,0.72,1.032,-0.625,8.711487,0.144404,0.546931,18.584152,Non-promoting
1.073,0.914,0.995,1.558,6.030945,0.072614,-0.205809,43.094212,Promoting
1.042,0.369,1.025,0.4,6.331726,0.061069,-0.756234,73.592112,Promoting
1.177,5.096,0.973,3.8,9.382629,0.122047,-0.609055,38.43937,Promoting
1.13,3.182,0.968,3.342,8.722839,0.082677,-0.154134,33.178346,Non-promoting
0.778,0.049,1.12,-1.367,6.091125,0.068,-0.125,33.7092,Promoting
0.725,0.061,1.156,-2.933,6.091125,0.068,-0.125,33.7092,Promoting
1.128,2.395,0.961,4.15,5.715637,0.069401,0.040379,36.494637,Non-promoting
0.914,2.266,0.948,4.308,6.67572,0.073529,-0.973284,38.017157,Promoting
1.047,0.601,0.972,2.792,6.67572,0.073529,-0.973284,38.017157,Promoting
1.11,0.435,1.003,1.85,5.964905,0.033613,-0.391597,62.546639,Promoting
0.83,0.374,1.015,2.842,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.964,0.797,0.966,4.092,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.913,0.341,1.061,-0.125,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.031,1.325,0.986,3.517,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.133,0.574,1.012,2.508,4.797546,0.060268,-0.392857,20.96183,Promoting
0.897,0.361,1.039,0.992,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.783,0.433,1.017,2.042,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.893,1.12,0.976,3.975,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.902,0.419,0.971,4.558,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.149,0.429,1.005,2.35,4.797546,0.060268,-0.392857,20.96183,Promoting
1.165,0.494,1.01,2.017,4.797546,0.060268,-0.392857,20.96183,Promoting
0.882,0.187,1.035,0.883,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.997,0.398,0.968,2.233,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.993,0.436,0.988,3.217,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.877,0.548,1.064,2.942,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.971,0.315,0.998,1.075,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.015,0.454,0.973,2.692,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.888,0.81,0.981,3.558,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.151,1.238,1.026,3,4.797546,0.060268,-0.392857,20.96183,Promoting
0.9,0.474,0.988,3.658,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.985,1.36,1.015,3.617,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.81,0.332,1.08,2.283,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.051,1.72,0.914,4.75,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.973,0.168,1.01,1.908,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.069,0.651,1.006,1.525,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.026,0.312,0.985,2.633,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.133,1.358,0.988,2.5,4.797546,0.060268,-0.392857,20.96183,Promoting
1.01,0.775,1.014,3.783,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.022,0.607,0.993,1.783,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.92,0.477,1.02,2.625,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.954,0.416,1.027,0.225,4.797546,0.060268,-0.392857,20.96183,Non-promoting
0.742,0.11,1.093,0.325,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.09,0.504,1.026,1.717,4.797546,0.060268,-0.392857,20.96183,Promoting
0.842,0.423,1.042,2.75,4.797546,0.060268,-0.392857,20.96183,Non-promoting
1.13,0.481,1.042,1.275,4.797546,0.060268,-0.392857,20.96183,Promoting
0.992,0.621,0.973,1.35,7.01178,0.071429,-0.221429,36.526959,Promoting
0.981,0.604,1.064,-0.108,5.044495,0.092124,-0.196496,49.720542,Promoting
1.127,8.434,0.971,5.25,6.078552,0.076733,-0.333663,34.892327,Promoting
0.879,0.536,0.997,1.033,6.078552,0.076733,-0.333663,34.892327,Promoting
0.97,0.661,0.977,2.383,6.385803,0.100779,-0.20994,39.799464,Non-promoting
1.099,5.849,0.998,4.017,6.385803,0.100779,-0.20994,39.799464,Promoting
1.025,0.579,0.978,2.125,6.385803,0.100779,-0.20994,39.799464,Promoting
1.183,0.26,1.012,3.233,9.940857,0.050343,-1.839817,79.509611,Promoting
1.016,1.293,0.984,2.783,9.831604,0.070922,-0.438652,56.52805,Promoting
1.144,0.299,1.036,1.033,9.715027,0.056604,-0.706918,76.659182,Non-promoting
1.394,1.385,1.028,2.3,9.715027,0.056604,-0.706918,76.659182,Promoting
1.016,3.206,0.956,4.883,9.519836,0.045714,-0.375429,12.178286,Promoting
0.905,0.125,1.042,0.025,5.259583,0.033088,-0.127022,30.480515,Promoting
0.886,0.17,1.039,0.325,5.259583,0.033088,-0.127022,30.480515,Promoting
1.007,0.039,1.062,-0.192,5.259583,0.033088,-0.127022,30.480515,Promoting
0.938,0.366,0.988,1.908,5.259583,0.033088,-0.127022,30.480515,Promoting
0.89,0.423,1.009,1.808,5.259583,0.033088,-0.127022,30.480515,Promoting
1.084,1.678,0.976,3.833,5.259583,0.033088,-0.127022,30.480515,Promoting
1.06,0.34,0.968,2.5,5.259583,0.033088,-0.127022,30.480515,Promoting
0.98,0.354,1.027,2.017,5.259583,0.033088,-0.127022,30.480515,Promoting
0.974,0.324,1.075,0.225,5.259583,0.033088,-0.127022,30.480515,Promoting
0.797,0.244,1.057,0.242,5.259583,0.033088,-0.127022,30.480515,Promoting
0.922,0.142,1.098,0.2,5.259583,0.033088,-0.127022,30.480515,Promoting
0.784,0.406,0.939,1.042,4.937927,0.0199,-0.585572,48.906468,Promoting
0.95,0.361,1.064,1.067,4.937927,0.0199,-0.585572,48.906468,Promoting
0.922,1.824,1.06,2.175,4.4328,0.082915,-0.139196,25.155804,Promoting
0.925,3.594,0.987,1.542,8.272888,0.072491,-0.189591,30.442026,Promoting
0.982,0.975,0.988,0.333,8.272888,0.072491,-0.189591,30.442026,Promoting
1.177,4.648,0.927,3.233,9.401672,0.113636,-0.546212,41.168561,Promoting
0.897,0.966,1.043,1.767,6.090881,0.098039,-0.226144,24.618301,Promoting
1.031,0.374,1.028,2.5,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.091,0.338,0.991,3.392,6.090881,0.098039,-0.226144,24.618301,Promoting
1.038,0.637,1.003,3.117,6.090881,0.098039,-0.226144,24.618301,Non-promoting
0.962,0.802,1.011,2.908,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.018,0.275,1.054,2.017,6.090881,0.098039,-0.226144,24.618301,Non-promoting
0.947,0.603,1.052,2.442,6.090881,0.098039,-0.226144,24.618301,Promoting
0.938,1.498,1.051,1.433,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.098,0.614,1.004,3.3,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.017,0.275,1.054,2.017,6.090881,0.098039,-0.226144,24.618301,Promoting
0.977,3.352,0.993,3.842,6.090881,0.098039,-0.226144,24.618301,Promoting
0.904,1.655,1.025,2.242,6.090881,0.098039,-0.226144,24.618301,Promoting
0.928,1.319,1.013,3.358,6.090881,0.098039,-0.226144,24.618301,Promoting
0.921,0.77,1.03,2.883,6.090881,0.098039,-0.226144,24.618301,Promoting
1.002,1.292,0.997,3.658,6.090881,0.098039,-0.226144,24.618301,Promoting
1.089,6.021,0.954,4.625,6.090881,0.098039,-0.226144,24.618301,Promoting
1.077,0.248,1.018,2.908,6.090881,0.098039,-0.226144,24.618301,Promoting
1.067,1.261,0.992,3.417,6.090881,0.098039,-0.226144,24.618301,Promoting
1.002,1.244,1.019,2.575,6.090881,0.098039,-0.226144,24.618301,Promoting
1.027,0.896,1.03,3.275,6.090881,0.098039,-0.226144,24.618301,Promoting
1.077,0.263,1.048,2.342,6.090881,0.098039,-0.226144,24.618301,Promoting
1.106,0.367,1.012,2.8,6.090881,0.098039,-0.226144,24.618301,Promoting
1.014,6.146,0.97,4.325,6.090881,0.098039,-0.226144,24.618301,Non-promoting
0.871,0.568,1.034,1.767,6.090881,0.098039,-0.226144,24.618301,Promoting
1.067,0.336,1.029,2.975,6.090881,0.098039,-0.226144,24.618301,Promoting
1.106,0.367,1.012,2.8,6.090881,0.098039,-0.226144,24.618301,Promoting
1.063,1.97,1.007,3.117,6.090881,0.098039,-0.226144,24.618301,Non-promoting
0.954,0.696,1.056,2.075,6.090881,0.098039,-0.226144,24.618301,Promoting
1.06,0.193,1.019,2.192,6.090881,0.098039,-0.226144,24.618301,Promoting
1.059,2.535,0.985,3.508,6.090881,0.098039,-0.226144,24.618301,Promoting
1.002,1.244,1.019,2.575,6.090881,0.098039,-0.226144,24.618301,Promoting
1.034,0.995,1.019,2.817,6.090881,0.098039,-0.226144,24.618301,Non-promoting
0.917,0.457,1.021,1.875,6.090881,0.098039,-0.226144,24.618301,Promoting
0.989,0.467,1.063,2.142,6.090881,0.098039,-0.226144,24.618301,Promoting
0.927,1.27,1.035,2.275,6.090881,0.098039,-0.226144,24.618301,Promoting
0.98,0.741,1.028,2.375,6.090881,0.098039,-0.226144,24.618301,Promoting
0.975,0.725,1.023,2.25,6.090881,0.098039,-0.226144,24.618301,Promoting
1.033,0.938,1.035,2.558,6.090881,0.098039,-0.226144,24.618301,Promoting
0.946,0.746,1.061,2.033,6.090881,0.098039,-0.226144,24.618301,Promoting
1.078,0.263,1.048,2.342,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.018,0.275,1.054,2.017,6.090881,0.098039,-0.226144,24.618301,Non-promoting
1.022,0.961,1.028,2.85,6.090881,0.098039,-0.226144,24.618301,Promoting
0.996,0.512,1.058,2.075,6.090881,0.098039,-0.226144,24.618301,Promoting
1.036,1.169,1.023,2.85,6.090881,0.098039,-0.226144,24.618301,Promoting
1.025,0.306,1.043,1.558,6.090881,0.098039,-0.226144,24.618301,Promoting
0.97,0.964,1.003,2.025,6.090881,0.098039,-0.226144,24.618301,Promoting
1.096,0.439,1.019,1.983,4.370544,0.057325,-1.100318,53.366561,Promoting
1.128,6.573,0.948,2.817,6.770691,0.092555,-0.031187,44.633602,Promoting
0.969,0.787,1.017,1.467,6.770691,0.092555,-0.031187,44.633602,Promoting
0.922,1.153,1.061,1.733,5.702576,0.031414,-0.07644,30.193194,Promoting
0.993,0.561,1.009,3.392,5.702576,0.031414,-0.07644,30.193194,Promoting
0.948,0.68,1.03,2.558,5.702576,0.031414,-0.07644,30.193194,Promoting
0.819,0.357,1.024,2.242,5.702576,0.031414,-0.07644,30.193194,Promoting
0.953,0.499,0.965,1.858,5.702576,0.031414,-0.07644,30.193194,Promoting
0.803,0.207,1.038,0.608,5.702576,0.031414,-0.07644,30.193194,Promoting
1,0.582,1.024,2.85,5.702576,0.031414,-0.07644,30.193194,Promoting
1.071,0.417,0.964,3.042,5.702576,0.031414,-0.07644,30.193194,Promoting
0.927,0.694,1.021,2.125,5.702576,0.031414,-0.07644,30.193194,Promoting
0.86,0.396,1.014,0.508,5.702576,0.031414,-0.07644,30.193194,Promoting
0.925,0.93,1.033,1.392,5.702576,0.031414,-0.07644,30.193194,Promoting
0.973,0.597,0.987,1.917,5.702576,0.031414,-0.07644,30.193194,Promoting
0.883,0.306,1.031,0.358,5.702576,0.031414,-0.07644,30.193194,Promoting
0.927,0.536,1.103,0.225,5.702576,0.031414,-0.07644,30.193194,Promoting
0.929,0.773,1.076,0.708,5.702576,0.031414,-0.07644,30.193194,Promoting
0.89,0.193,1.056,1.492,5.702576,0.031414,-0.07644,30.193194,Promoting
0.844,0.558,1.088,0.008,5.702576,0.031414,-0.07644,30.193194,Promoting
0.947,0.581,1.051,1.958,5.702576,0.031414,-0.07644,30.193194,Promoting
0.827,0.105,1.098,-0.317,5.702576,0.031414,-0.07644,30.193194,Promoting
0.851,0.143,1.078,0.242,5.702576,0.031414,-0.07644,30.193194,Promoting
0.802,0.528,1.027,1.983,5.702576,0.031414,-0.07644,30.193194,Promoting
1.073,3.779,0.976,2.325,5.504944,0.101796,0.016567,50.467924,Promoting
1.072,0.293,0.933,2.067,9.333069,0.078431,-1.290458,45.737137,Promoting
0.983,12.691,0.928,5.95,9.333069,0.078431,-1.290458,45.737137,Non-promoting
0.871,0.414,1.111,-0.9,5.696594,0.091278,0.175254,33.105477,Promoting
0.969,1.172,0.977,3.633,6.229919,0.087028,-0.535796,49.855041,Promoting
1.046,1.333,1.029,0.633,8.447571,0.098361,0.106557,53.259426,Promoting
0.814,0.439,1.119,-1.258,8.447571,0.098361,0.106557,53.259426,Promoting
1.01,0.502,0.997,0.108,8.447571,0.098361,0.106557,53.259426,Non-promoting
0.988,1.138,1.055,-0.767,8.447571,0.098361,0.106557,53.259426,Promoting
0.922,0.455,1.086,-1.467,8.447571,0.098361,0.106557,53.259426,Promoting
1.061,0.841,1.046,0.808,8.447571,0.098361,0.106557,53.259426,Promoting
0.847,0.646,1.082,-1.35,8.447571,0.098361,0.106557,53.259426,Promoting
1.012,0.929,1.106,0.917,9.309875,0.071135,-0.298564,56.513611,Promoting
0.948,1.277,1.038,3.308,8.7005,0.084183,-0.165249,35.691966,Non-promoting
1.103,0.103,0.994,4.1,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.878,0.109,1.041,3.2,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.958,0.095,1.026,2.75,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.178,0.101,0.978,4.4,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.942,0.145,1.037,3.567,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.913,0.171,1.014,3.65,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.204,0.173,0.974,4.725,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.08,0.611,1.051,0.317,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.067,0.088,1.019,2.725,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.056,0.119,1.03,2.792,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.077,0.265,1.033,2.75,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.067,0.248,1.052,2.592,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.941,0.677,1.014,3.075,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.995,0.514,1.052,3.192,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.92,0.123,1.027,2.708,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.901,0.452,1.086,0.275,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.02,2.62,1.003,1.925,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.017,0.142,1.021,3.867,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.903,0.067,1.077,1.642,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.803,0.112,1.057,2.9,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.888,0.521,1.061,3.217,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.913,0.171,1.014,3.65,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.917,0.391,1.08,1.475,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.107,1.047,1.047,0.642,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.032,0.956,0.991,4.217,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.049,1.076,1.035,0.867,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.875,0.688,1.069,1.092,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.092,1.222,1.031,1.733,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.881,0.452,1.073,0.425,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.928,1.411,1.027,2.042,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.102,0.971,0.989,1.883,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.946,1.596,1.029,1.742,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.925,0.457,1.056,1.017,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.968,1.299,1.005,1.942,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.884,0.26,1.099,-0.033,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.047,1.086,1.046,0.458,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.142,2.267,0.959,2.692,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.811,0.396,1.076,-0.967,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.131,0.116,1.014,3.092,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.081,0.17,1.017,3.05,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.811,0.066,1.058,2.542,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.102,0.663,1.025,4.183,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.09,0.766,1.01,1.908,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.027,0.676,1.041,3.883,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.064,0.195,1.06,2.267,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.093,0.425,1.048,2.917,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.941,0.677,1.014,3.075,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.104,2.714,0.964,2.333,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.968,1.106,1.003,1.767,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.965,0.578,1.008,3.558,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.057,0.504,1.058,0.492,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.069,0.316,1.045,2.917,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.023,1.392,1.004,0.983,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.119,1.099,0.991,1.583,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.023,1.392,1.004,0.983,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.973,0.975,1.033,1.108,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.995,1.471,1.01,2.317,10.394348,0.051136,-0.417045,47.957955,Promoting
1.045,0.858,1.006,2.233,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.916,0.521,1.093,1.233,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.838,0.137,1.106,-0.642,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.991,1.324,0.999,1.225,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.006,1.765,0.99,2.358,10.394348,0.051136,-0.417045,47.957955,Promoting
1.132,2.307,0.958,3,10.394348,0.051136,-0.417045,47.957955,Promoting
1.046,1.034,1.059,0.458,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.101,2.61,0.988,1.925,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.045,1.975,1.001,2.708,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.02,1.338,1.028,0.575,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.059,0.682,1.048,3.558,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.011,0.855,1.014,1.467,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.938,0.357,1.058,3.258,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.92,0.123,1.026,2.708,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.953,0.259,1.007,3.975,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.133,1.943,0.983,3.15,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.877,0.799,1.068,1.042,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.122,1.608,0.991,3.175,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.979,0.444,1.003,4.3,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.917,2.298,1.01,3.275,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.936,0.203,1.038,3.083,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.896,0.387,1.089,-0.667,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.963,2.715,0.992,2.583,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.938,0.331,0.998,3.825,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.89,1.34,1.014,2.95,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.933,0.159,1.046,2.758,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.841,0.661,1.061,0.233,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.009,0.638,1.042,0.667,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.997,1.891,1.017,1.283,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.954,6.064,0.967,3.933,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.96,0.394,1.022,3.258,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.014,2.139,1.019,0.983,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.913,0.12,1.122,-1.05,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.921,1.099,1.004,1.417,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.092,0.139,1.005,4.167,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.988,0.445,1.048,3.558,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.888,0.521,1.061,3.217,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.888,0.119,1.027,3.392,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.009,1.115,1.047,0.533,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.946,1.237,1.061,2.35,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.952,0.69,1.057,3.583,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.978,0.066,1.061,1.942,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.929,0.096,1.146,-1.558,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.828,0.159,1.044,3.158,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.963,0.937,1.003,1.9,10.394348,0.051136,-0.417045,47.957955,Non-promoting
1.006,0.924,0.998,2.125,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.888,0.521,1.061,3.217,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.913,0.171,1.014,3.65,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.946,1.237,1.061,2.35,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.989,0.049,1.05,1.875,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.884,0.26,1.099,-0.033,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.803,0.357,1.087,-0.508,10.394348,0.051136,-0.417045,47.957955,Non-promoting
0.891,0.333,1.045,3.517,10.394348,0.051136,-0.417045,47.957955,Non-promoting
